angle_deg,shared_amplitude,checkerboard_amplitude
-64.5,0.00706992001153663,0.0188611151241897
-64.45,0.00754912672991506,0.0201690102159406
-64.4,0.00802648391575507,0.021475854780142
-64.35,0.00850180521231826,0.0227811567214444
-64.3,0.00897490342483808,0.0240844187669932
-64.25,0.00944559059404314,0.025385138610572
-64.2,0.00991367807107615,0.0266828090615977
-64.15,0.0103789765938248,0.0279769181989842
-64.1,0.0108412963646172,0.0292669495298754
-64.05,0.0113004471292775,0.030552382153257
-64,0.0117562382575216,0.0318326909284683
-63.95,0.0122084788246584,0.0331073466485875
-63.9,0.0126569776945883,0.034375816218709
-63.85,0.0131015436040582,0.0356375628391065
-63.8,0.0135419852481638,0.0368920461932695
-63.75,0.0139781113670571,0.0381387226408096
-63.7,0.014409730833842,0.0393770454152196
-63.65,0.0148366527436214,0.0406064648264761
-63.6,0.0152586865036675,0.0418264284684534
-63.55,0.0156756419246877,0.0430363814311506
-63.5,0.0160873293131396,0.0442357665176776
-63.45,0.0164935595645821,0.0454240244660019
-63.4,0.0168941442580035,0.0466005941753949
-63.35,0.0172888957511068,0.0477649129375728
-63.3,0.01767762727651,0.0489164166724649
-63.25,0.0180601530388128,0.0500545401685954
-63.2,0.0184362883125089,0.051178717328005
-63.15,0.0188058495406743,0.0522883814156908
-63.1,0.0191686544344222,0.0533829653134931
-63.05,0.0195245220730488,0.0544619017783808
-63,0.019873273004845,0.0555246237050752
-62.95,0.0202147293485223,0.0565705643929475
-62.9,0.0205487148951999,0.0575991578171234
-62.85,0.0208750552109082,0.0586098389037245
-62.8,0.0211935777395645,0.0596020438091683
-62.75,0.0215041119063594,0.0605752102034585
-62.7,0.0218064892215046,0.0615287775573646
-62.65,0.0221005433842945,0.0624621874334243
-62.6,0.0223861103874178,0.0633748837806605
-62.55,0.0226630286214733,0.0642663132329364
-62.5,0.0229311389796238,0.0651359254108349
-62.45,0.0231902849623363,0.0659831732269615
-62.4,0.0234403127821474,0.0668075131945793
-62.35,0.0236810714683927,0.0676084057394418
-62.3,0.0239124129718441,0.0683853155147279
-62.25,0.0241341922691884,0.0691377117189563
-62.2,0.0243462674672809,0.0698650684167411
-62.15,0.0245484999071237,0.0705668648622842
-62.1,0.0247407542674878,0.0712425858254621
-62.05,0.0249228986681247,0.0718917219203651
-62,0.0250948047724928,0.0725137699361581
-61.95,0.0252563478899416,0.0731082331701237
-61.9,0.0254074070772714,0.0736746217627239
-61.85,0.0255478652396137,0.0742124530345422
-61.8,0.0256776092305559,0.074721251824946
-61.75,0.0257965299514336,0.0752005508323044
-61.7,0.0259045224497356,0.0756498909556063
-61.65,0.0260014860165341,0.0760688216372967
-61.6,0.0260873242828747,0.0764569012071761
-61.55,0.0261619453150566,0.0768136972271693
-61.5,0.02622526170872,0.0771387868367949
-61.45,0.026277190681678,0.0774317570991461
-61.4,0.0263176541654108,0.077692205347195
-61.35,0.0263465788951476,0.077919739530226
-61.3,0.0263638964984704,0.0781139785602102
-61.25,0.0263695435823469,0.0782745526579053
-61.2,0.0263634618185411,0.0784011036984975
-61.15,0.0263455980272959,0.07849328555656
-61.1,0.0263159042592433,0.078550764450125
-61.05,0.0262743378754404,0.0785732192836583
-61,0.0262208616254664,0.078560341989708
-60.95,0.0261554437235104,0.0785118378690162
-60.9,0.0260780579223556,0.0784274259288615
-60.85,0.0259886835852048,0.0783068392194081
-60.8,0.0258873057552528,0.0781498251678262
-60.75,0.0257739152229469,0.0779561459099551
-60.7,0.0256485085908422,0.0777255786192644
-60.65,0.0255110883359958,0.0774579158328781
-60.6,0.0253616628698075,0.0771529657744153
-60.55,0.0252002465952436,0.0768105526734018
-60.5,0.0250268599613652,0.0764305170810049
-60.45,0.0248415295150931,0.0760127161818395
-60.4,0.0246442879501263,0.0755570241015895
-60.35,0.0244351741529583,0.0750633322101952
-60.3,0.0242142332458959,0.0745315494203356
-60.25,0.0239815166270402,0.0739616024809653
-60.2,0.023737082007134,0.0733534362656199
-60.15,0.0234809934432194,0.0727070140552446
-60.1,0.0232133213690396,0.0720223178152754
-60.05,0.0229341426221114,0.0712993484666992
-60,0.0226435404674058,0.0705381261508305
-59.95,0.0223416046175774,0.0697386904875399
-59.9,0.0220284312496703,0.0689011008266456
