case_name,array_type,provenance_kind,source_calibrated,source_velocity_peak_m_s,mode,architecture,pattern,frequency_hz,curing_fraction_requested,active_elements,active_area_m2,normalization,max_weight,squared_velocity_area_m4_s2,target_coverage,off_target_exposure,target_uniformity_cv,above_threshold_volume_m3,target_volume_m3,off_target_volume_m3,width_x_6db_m,width_y_6db_m,secondary_x_db,secondary_y_db,secondary_x_status,secondary_y_status,peak_pressure_pa,reference_pressure_pa,reference_intensity_ta_w_m2,duty_cycle,exposure_time_s,threshold_type,threshold_scale,threshold_value_si,intensity_basis
linear_focused,linear,synthetic,0,0.01,focused,shared,shared,2500000,0.5,32,1.2e-05,fixed_element,1,1.2e-09,0.340127388535031,0.0448169386854926,0.684036691942819,7.31499999999993e-08,2.49772727272728e-08,1.44263636363619e-06,0.00116978442281969,0.0074592547671722,-13.2430356950226,NaN,ok,unbracketed_main_lobe,21078.6421731053,21078.6421731053,29.6206103907875,0.2,1,pressure,relative,10539.3210865526,temporal_average
linear_broad,linear,synthetic,0,0.01,broad,shared,shared,2500000,0.5,32,1.2e-05,fixed_element,1,1.2e-09,0,0,0.117440135601625,0,2.49772727272728e-08,1.44263636363619e-06,0.00923230783633023,0.00733316891072192,0.546904135353438,NaN,ok,unbracketed_main_lobe,10289.1720517204,21078.6421731053,29.6206103907875,0.2,1,pressure,relative,10539.3210865526,temporal_average
linear_expanded,linear,synthetic,0,0.01,expanded,shared,shared,2500000,0.5,32,1.2e-05,fixed_element,1,1.2e-09,0.668789808917197,0.129135421261593,0.291406155732618,2.02999999999997e-07,2.49772727272728e-08,1.44263636363619e-06,0.00116978442281969,0.0074592547671722,-0.0521206478299685,NaN,ok,unbracketed_main_lobe,21078.6421731053,21078.6421731053,29.6206103907875,0.2,1,pressure,relative,10539.3210865526,temporal_average
matrix_focused,matrix,synthetic,0,0.01,focused,shared,shared,2500000,0.5,96,6e-06,fixed_element,1,6e-10,0.294267515923566,0.0131010145566845,0.222390750761875,2.62500000000001e-08,2.49772727272728e-08,1.44263636363619e-06,0.00304131417006206,0.00457136719353454,-13.407367070709,NaN,ok,unbracketed_main_lobe,17580.8752553375,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
matrix_broad,matrix,synthetic,0,0.01,broad,shared,shared,2500000,0.5,96,6e-06,fixed_element,1,6e-10,0.152866242038216,0.0111160123511262,0.202524023510188,1.98545454545455e-08,2.49772727272728e-08,1.44263636363619e-06,0.00318798656871248,0.00461285286692571,-11.2068981256962,NaN,ok,unbracketed_main_lobe,14673.6877249719,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
matrix_expanded,matrix,synthetic,0,0.01,expanded,shared,shared,2500000,0.5,96,6e-06,fixed_element,1,6e-10,0.594904458598725,0.0368769298632598,0.0925913608713007,6.80590909090903e-08,2.49772727272728e-08,1.44263636363619e-06,0.00609066465831507,0.00457136719353455,-0.0600077918731961,NaN,ok,unbracketed_main_lobe,17580.8752553375,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
