case_name,array_type,provenance_kind,source_calibrated,source_velocity_peak_m_s,mode,architecture,pattern,frequency_hz,curing_fraction_requested,active_elements,active_area_m2,normalization,max_weight,squared_velocity_area_m4_s2,target_coverage,off_target_exposure,target_uniformity_cv,above_threshold_volume_m3,target_volume_m3,off_target_volume_m3,width_x_6db_m,width_y_6db_m,secondary_x_db,secondary_y_db,secondary_x_status,secondary_y_status,peak_pressure_pa,reference_pressure_pa,reference_intensity_ta_w_m2,duty_cycle,exposure_time_s,threshold_type,threshold_scale,threshold_value_si,intensity_basis
focused_shared,matrix,synthetic,0,0.01,focused,shared,shared,2500000,0.5,96,6e-06,fixed_total,1,6e-10,0.294267515923566,0.0131010145566845,0.222390750761875,2.62500000000001e-08,2.49772727272728e-08,1.44263636363619e-06,0.00304131417006206,0.00457136719353454,-13.407367070709,NaN,ok,unbracketed_main_lobe,17580.8752553375,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
focused_central_curing,matrix,synthetic,0,0.01,focused,partitioned,central_curing,2500000,0.5,48,3e-06,fixed_total,1.4142135623731,6e-10,0,0.00758711954124489,0.0934168070140048,1.09454545454546e-08,2.49772727272728e-08,1.44263636363619e-06,0.00542832974960297,0.00546199380605518,NaN,NaN,secondary_peak_truncated,unbracketed_main_lobe,13061.3564229561,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
focused_peripheral_curing,matrix,synthetic,0,0.01,focused,partitioned,peripheral_curing,2500000,0.5,48,3e-06,fixed_total,1.4142135623731,6e-10,0,0.00255844728716397,0.40359414409882,3.69090909090909e-09,2.49772727272728e-08,1.44263636363619e-06,0.00226287878582124,0.00402289355271068,-2.7876814999908,NaN,ok,secondary_peak_truncated,12627.1775503965,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
focused_checkerboard,matrix,synthetic,0,0.01,focused,partitioned,checkerboard,2500000,0.5,48,3e-06,fixed_total,1.4142135623731,6e-10,0,0.00328628142920199,0.222436639376319,4.74090909090909e-09,2.49772727272728e-08,1.44263636363619e-06,0.00304131417006206,0.00457136719353455,-13.407367070709,NaN,ok,unbracketed_main_lobe,12431.5561122439,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
focused_random_sparse,matrix,synthetic,0,0.01,focused,partitioned,random_sparse,2500000,0.5,48,3e-06,fixed_total,1.4142135623731,6e-10,0,0.00308778120864617,0.243165954801741,4.45454545454545e-09,2.49772727272728e-08,1.44263636363619e-06,0.00289559518074914,0.00444943901737054,-11.0862369130207,NaN,ok,secondary_peak_truncated,12324.6316322822,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
broad_shared,matrix,synthetic,0,0.01,broad,shared,shared,2500000,0.5,96,6e-06,fixed_total,1,6e-10,0.152866242038216,0.0111160123511262,0.202524023510188,1.98545454545455e-08,2.49772727272728e-08,1.44263636363619e-06,0.00318798656871248,0.00461285286692571,-11.2068981256962,NaN,ok,unbracketed_main_lobe,14673.6877249719,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
broad_central_curing,matrix,synthetic,0,0.01,broad,partitioned,central_curing,2500000,0.5,48,3e-06,fixed_total,1.4142135623731,6e-10,0,0.00677106307895983,0.0927473969018743,9.76818181818183e-09,2.49772727272728e-08,1.44263636363619e-06,0.00544172650695791,0.00547494300113195,NaN,NaN,secondary_peak_truncated,unbracketed_main_lobe,12717.7451912924,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
broad_peripheral_curing,matrix,synthetic,0,0.01,broad,partitioned,peripheral_curing,2500000,0.5,48,3e-06,fixed_total,1.4142135623731,6e-10,0,0.00165416850463188,0.388822125659619,2.38636363636364e-09,2.49772727272728e-08,1.44263636363619e-06,0.00227399708759329,0.00404345317541682,-2.68210322761361,NaN,ok,secondary_peak_truncated,11586.4987684808,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
broad_checkerboard,matrix,synthetic,0,0.01,broad,partitioned,checkerboard,2500000,0.5,48,3e-06,fixed_total,1.4142135623731,6e-10,0,0.00110277900308792,0.202523202854356,1.59090909090909e-09,2.49772727272728e-08,1.44263636363619e-06,0.00318798656871248,0.00461285286692571,-11.2068981256962,NaN,ok,unbracketed_main_lobe,10375.8640953415,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
broad_random_sparse,matrix,synthetic,0,0.01,broad,partitioned,random_sparse,2500000,0.5,48,3e-06,fixed_total,1.4142135623731,6e-10,0,0.000860167622408576,0.223301045553037,1.24090909090909e-09,2.49772727272728e-08,1.44263636363619e-06,0.00305064715926591,0.00450255542787346,-7.56416210885451,NaN,ok,unbracketed_main_lobe,9965.31059053926,17580.8752553375,20.6058116495826,0.2,1,pressure,relative,8790.43762766876,temporal_average
